Zip,Number of Trips
8828,1
8830,49
8836,2
8837,15
8840,14
8846,1
8850,1
8852,1
8854,13
8857,2
8859,2
8861,5
8863,10
8869,5
8872,2
8873,3
8876,1
8879,5
8880,10
8882,3
8884,1
8889,1
8901,15
8902,5
8904,48
10001,44687
10002,32671
10003,42355
10004,148
10005,6195
10006,5431
10007,8558
10009,24425
10011,57717
10012,57738
10013,22510
10014,32362
10016,8872
10017,21120
10018,30119
10019,17982
10020,12404
10021,24899
10022,14587
10023,20199
10024,217
10025,4591
10026,3063
10027,2333
10028,19954
10029,4469
10030,1783
10031,1015
10032,1780
10034,1661
10035,2165
10037,1691
10038,4787
10039,1464
10044,10545
10065,15708
10069,6424
10103,18426
10110,27640
10111,7109
10112,2198
10115,1245
10119,14576
10152,6218
10153,22051
10154,7467
10162,9958
10167,9430
10171,8940
10199,22427
10271,8385
10278,12414
10280,4070
10282,8505
10301,36
10302,15
10303,27
10304,41
10305,74
10306,9
10308,5
10309,1
10310,19
10311,9
10312,5
10314,14
10451,719
10452,331
10453,135
10454,166
10455,125
10456,185
10457,140
10458,713
10459,156
10460,162
10461,220
10462,274
10463,835
10464,38
10465,151
10466,79
10467,278
10468,507
10469,249
10470,141
10471,460
10472,105
10473,114
10474,74
10475,160
10502,25
10504,19
10506,3
10507,5
10510,15
10514,6
10520,3
10522,30
10523,29
10528,48
10530,23
10532,16
10533,40
10538,89
10543,100
10546,4
10547,1
10549,1
10550,30
10552,43
10553,36
10562,1
10570,4
10573,94
10577,104
10578,1
10580,156
10583,103
10591,65
10594,4
10595,11
10601,243
10603,28
10604,110
10605,115
10606,28
10607,21
10701,31
10703,44
10704,86
10705,106
10706,16
10707,32
10708,163
10709,19
10710,37
10801,86
10803,50
10804,48
10805,58
10913,4
10917,1
10920,1
10926,1
10952,1
10954,4
10956,3
10960,12
10962,5
10964,15
10965,13
10968,6
10970,1
10976,3
10977,5
10983,3
10984,1
10989,3
10994,2
11001,113
11003,85
11004,72
11005,25
11010,60
11020,106
11021,123
11023,27
11024,20
11030,101
11040,83
11042,102
11050,46
11096,37
11101,2165
11102,2173
11103,2624
11104,1204
11105,1569
11106,2179
11109,3678
11201,14392
11203,540
11204,211
11205,6372
11206,5188
11207,396
11208,255
11209,1048
11210,1168
11211,24235
11212,509
11213,2056
11214,285
11215,8139
11216,4040
11217,11294
11218,2143
11219,359
11220,1562
11221,2640
11222,12775
11223,749
11224,357
11225,1891
11226,1736
11228,280
11229,522
11230,734
11231,8862
11233,1691
11234,137
11235,487
11236,476
11237,5223
11238,8454
11239,141
11351,168
11354,328
11355,717
11356,189
11357,153
11358,157
11359,31
11360,129
11361,217
11362,40
11363,74
11364,86
11365,149
11366,170
11367,282
11368,1745
11369,266
11370,2233
11371,19610
11372,734
11373,778
11374,599
11375,1122
11377,1021
11378,495
11379,453
11385,416
11411,88
11412,106
11413,123
11414,118
11415,535
11416,208
11417,158
11418,96
11419,120
11420,127
11421,191
11422,22765
11423,114
11426,59
11427,74
11428,76
11429,75
11430,172
11432,453
11433,147
11434,216
11435,418
11436,584
11501,90
11507,32
11509,63
11510,27
11514,167
11516,73
11518,6
11520,45
11530,152
11542,9
11545,24
11548,56
11550,21
11552,19
11553,20
11554,31
11556,129
11557,26
11558,5
11559,50
11560,17
11561,49
11563,46
11565,16
11566,20
11568,51
11570,81
11572,9
11575,19
11576,94
11577,40
11579,11
11580,42
11581,79
11590,59
11596,36
11598,25
11691,40
11692,61
11693,4
11694,24
11697,20
11701,4
11702,19
11703,4
11704,9
11705,1
11706,17
11709,2
11710,21
11713,6
11714,48
11715,10
11716,23
11717,16
11718,9
11719,1
11720,3
11721,9
11722,5
11724,16
11725,11
11726,7
11727,1
11729,14
11730,1
11731,4
11732,11
11733,2
11735,35
11738,1
11740,4
11741,16
11742,6
11743,53
11746,15
11747,60
11749,15
11751,7
11752,7
11753,101
11755,3
11756,16
11757,5
11758,9
11762,13
11763,3
11764,1
11765,3
11767,3
11768,4
11769,2
11771,8
11776,1
11777,3
11779,12
11780,1
11783,13
11786,2
11787,4
11788,13
11790,6
11791,47
11792,2
11793,18
11795,2
11796,8
11797,58
11798,12
11801,84
11803,65
11804,29
11933,4
11940,5
11949,2
11950,4
11951,1
11953,1
11967,2
11976,2
