Zip,Number of Trips
8817,5
8820,3
8830,12
8837,4
8840,1
8854,2
8859,2
8861,1
8863,3
8869,1
8873,2
8879,1
8880,2
8882,1
8901,2
8902,3
8904,13
10001,11291
10002,8164
10003,10568
10004,35
10005,1550
10006,1494
10007,2133
10009,6270
10011,14299
10012,14463
10013,5706
10014,8033
10016,2224
10017,5333
10018,7475
10019,4550
10020,3134
10021,5980
10022,3756
10023,5035
10024,58
10025,1126
10026,787
10027,541
10028,5046
10029,1072
10030,413
10031,229
10032,427
10034,423
10035,553
10037,422
10038,1203
10039,324
10044,2633
10065,3893
10069,1599
10103,4624
10110,6920
10111,1742
10112,564
10115,333
10119,3710
10152,1601
10153,5395
10154,1833
10162,2475
10167,2345
10171,2160
10199,5707
10271,2122
10278,3056
10280,1048
10282,2177
10301,14
10302,2
10303,3
10304,10
10305,16
10306,1
10308,2
10310,4
10311,6
10312,1
10314,3
10451,188
10452,94
10453,36
10454,42
10455,28
10456,44
10457,37
10458,171
10459,30
10460,46
10461,53
10462,70
10463,225
10464,8
10465,22
10466,19
10467,65
10468,130
10469,67
10470,22
10471,111
10472,14
10473,28
10474,29
10475,36
10502,9
10504,4
10507,2
10510,2
10514,2
10520,3
10522,10
10523,6
10528,8
10530,5
10532,2
10533,10
10538,25
10543,21
10547,1
10549,3
10550,5
10552,10
10553,11
10570,1
10573,34
10577,24
10580,33
10583,29
10589,1
10591,14
10594,3
10595,2
10601,58
10603,4
10604,27
10605,30
10606,8
10607,4
10701,10
10703,8
10704,25
10705,22
10706,4
10707,9
10708,38
10709,5
10710,11
10801,19
10803,9
10804,19
10805,10
10952,1
10954,2
10956,2
10960,4
10962,2
10964,1
10965,2
10977,2
10983,1
10989,1
11001,21
11003,22
11004,23
11005,5
11010,10
11020,13
11021,30
11023,4
11024,5
11030,25
11040,17
11042,18
11050,13
11096,5
11101,539
11102,526
11103,645
11104,331
11105,397
11106,531
11109,886
11201,3664
11203,129
11204,51
11205,1573
11206,1328
11207,107
11208,64
11209,289
11210,300
11211,6053
11212,118
11213,467
11214,61
11215,2058
11216,1052
11217,2844
11218,565
11219,88
11220,421
11221,635
11222,3105
11223,194
11224,96
11225,490
11226,405
11228,75
11229,118
11230,213
11231,2160
11233,452
11234,37
11235,122
11236,118
11237,1253
11238,2182
11239,23
11351,41
11354,72
11355,190
11356,41
11357,41
11358,40
11359,7
11360,29
11361,52
11362,9
11363,17
11364,19
11365,44
11366,45
11367,98
11368,460
11369,68
11370,542
11371,4853
11372,162
11373,196
11374,162
11375,271
11377,226
11378,148
11379,93
11385,109
11411,26
11412,28
11413,15
11414,34
11415,137
11416,47
11417,36
11418,21
11419,25
11420,31
11421,58
11422,5640
11423,21
11426,11
11427,29
11428,18
11429,15
11430,37
11432,123
11433,38
11434,60
11435,96
11436,121
11501,14
11507,10
11509,11
11510,6
11514,52
11516,18
11518,2
11520,15
11530,38
11542,6
11545,6
11548,6
11550,9
11552,6
11553,5
11554,9
11556,32
11557,6
11559,11
11560,6
11561,10
11563,11
11565,4
11566,7
11568,9
11570,17
11572,2
11575,8
11576,20
11577,8
11579,4
11580,11
11581,26
11590,9
11596,7
11598,11
11691,9
11692,16
11693,1
11694,10
11697,6
11701,1
11702,8
11704,1
11705,2
11706,3
11709,2
11710,3
11713,1
11714,16
11716,2
11717,5
11718,4
11719,1
11720,1
11722,1
11724,6
11725,4
11726,1
11729,2
11731,2
11732,1
11735,13
11738,1
11741,4
11742,2
11743,11
11746,7
11747,19
11749,7
11751,2
11752,2
11753,31
11754,1
11756,7
11758,3
11762,2
11763,2
11765,1
11766,1
11769,1
11771,3
11779,1
11783,2
11786,1
11787,1
11788,2
11790,3
11791,5
11793,8
11797,21
11798,2
11801,31
11803,14
11804,3
11933,1
11949,1
11967,1
