Zip,Number of Trips
11366,179
11367,279
11368,1683
11369,247
11370,2238
11371,19522
11372,795
11373,751
11374,630
11375,1151
11377,1034
11378,509
11379,442
11385,392
11411,99
11412,110
11413,111
11414,119
11415,541
11416,211
11417,148
11418,106
11419,131
11420,107
11421,221
11422,23149
11423,90
11426,69
11427,80
11428,69
11429,77
11430,195
11432,472
11433,143
11434,219
11435,438
11436,577
11501,80
11507,41
11509,53
11510,29
11514,184
11516,84
11518,10
11520,56
11530,143
11542,17
11545,22
11548,48
11550,32
11552,29
11553,20
11554,21
11556,114
11557,26
11558,3
11559,42
11560,19
11561,52
11563,42
11565,20
11566,25
11568,44
11570,93
11572,10
11575,21
11576,104
11577,40
11579,9
11580,56
11581,90
11590,52
11596,21
11598,34
11691,39
11692,54
11693,3
11694,38
11697,26
11701,8
11702,16
11703,1
11704,8
11705,4
11706,15
11709,3
11710,21
11713,3
11714,54
11715,8
11716,17
11717,9
11718,15
11720,2
11721,8
11722,5
11724,19
11725,10
11726,3
11729,13
11730,2
11731,2
11732,14
11735,42
11738,4
11740,3
11741,12
11742,4
11743,57
11746,23
11747,58
11749,27
11751,2
11752,4
11753,115
11754,1
11755,2
11756,25
11757,5
11758,9
11762,4
11763,2
11765,2
11766,1
11767,4
11768,2
11771,7
11776,2
11777,6
11779,10
11780,4
11782,1
11783,17
11784,2
11786,2
11787,3
11788,17
11789,1
11790,7
11791,44
11792,3
11793,20
11795,1
11796,8
11797,60
11798,5
11801,79
11803,65
11804,34
11933,2
11934,1
11937,1
11940,4
11949,2
11950,1
11951,2
11953,1
11955,1
11967,5
11968,1
11976,1
