Zip,Number of Trips
10023,5048
10024,50
10025,1187
10026,766
10027,557
10028,5063
10029,1024
10030,479
10031,236
10032,427
10034,423
10035,545
10037,388
10038,1230
10039,356
10044,2678
10065,3905
10069,1653
10103,4615
10110,6955
10111,1779
10112,549
10115,305
10119,3759
10152,1646
10153,5486
10154,1859
10162,2523
10167,2289
10171,2295
10199,5545
10271,2040
10278,2997
10280,976
10282,2096
10301,11
10302,3
10303,3
10304,5
10305,6
10306,4
10308,1
10310,5
10311,4
10314,6
10451,198
10452,82
10453,38
10454,45
10455,31
10456,49
10457,41
10458,177
10459,38
10460,48
10461,42
10462,62
10463,236
10464,4
10465,32
10466,23
10467,82
10468,152
10469,59
10470,41
10471,120
10472,20
10473,33
10474,16
10475,39
10502,2
10504,7
10506,1
10510,2
10520,1
10522,9
10523,13
10528,6
10530,6
10532,2
10533,15
10536,1
10538,20
10543,24
10550,6
10552,12
10553,7
10570,3
10573,28
10577,17
10580,34
10583,22
10591,18
10594,1
10595,1
10601,66
10603,4
10604,29
10605,31
10606,6
10607,8
10701,7
10703,16
10704,29
10705,25
10706,6
10707,10
10708,36
10709,4
10710,10
10801,9
10803,11
10804,15
10805,13
10913,1
10956,2
10960,2
10962,1
10964,1
10965,3
10977,2
10983,1
10994,2
11001,20
11003,27
11004,13
11005,4
11010,13
11020,18
11021,40
11023,1
11024,4
11030,34
11040,27
11042,12
11050,7
11096,6
11101,545
11102,549
11103,693
11104,309
11105,442
11106,561
11109,925
11201,3538
11203,111
11204,47
11205,1532
11206,1316
11207,101
11208,70
11209,258
11210,271
11211,5953
11212,125
11213,504
11214,89
11215,2060
11216,1013
11217,2838
11218,581
11219,98
11220,432
11221,653
11222,3116
11223,190
11224,99
11225,439
11226,449
11228,90
11229,124
11230,161
11231,2261
11233,424
11234,40
11235,129
11236,118
11237,1301
11238,2189
11239,44
11351,42
11354,81
11355,191
11356,57
11357,30
11358,43
11359,9
11360,29
11361,52
11362,14
11363,15
11364,20
11365,38
11366,46
11367,80
11368,401
11369,56
11370,570
11371,4898
11372,189
11373,193
11374,135
11375,294
11377,260
11378,131
11379,112
11385,99
11411,24
11412,22
11413,36
11414,36
11415,133
11416,41
11417,30
11418,27
11419,25
11420,25
11421,49
11422,5676
11423,28
11426,16
11427,23
11428,20
11429,18
11430,42
11432,109
11433,34
11434,48
11435,92
11436,147
11501,17
11507,8
11509,12
11510,3
11514,61
11516,14
11518,3
11520,18
11530,41
11542,4
11545,3
11548,11
11550,8
11552,7
11553,3
11554,5
11556,42
11557,4
11558,1
11559,12
11560,7
11561,11
11563,10
11565,2
11566,5
11568,8
11570,17
11572,3
11575,9
11576,23
11577,13
11579,2
11580,8
11581,24
11590,14
11596,4
11598,9
11691,17
11692,20
11693,1
11694,5
11697,6
11701,3
11702,4
11703,1
11706,3
11710,8
11713,1
11714,11
11715,2
11716,1
11717,4
11718,3
11721,1
11724,2
11725,2
11726,2
11729,5
11730,1
11731,1
11732,2
11735,10
11738,1
11740,1
11741,2
11742,1
11743,20
11746,5
11747,18
11749,1
11751,2
11752,6
11753,33
11754,1
11755,1
11756,4
11758,4
11762,3
11767,1
11768,3
11769,1
11771,6
11776,1
11779,1
11780,3
11783,5
11788,5
11790,2
11791,11
11793,6
11796,4
11797,19
11798,1
11801,22
11803,18
11804,10
11933,2
11949,1
11976,1
