Zip,Number of Trips
7936,15
7940,21
7945,1
7950,4
7960,25
7974,9
7976,2
7981,5
8520,2
8536,2
8542,21
8550,2
8730,5
8735,2
8736,1
8738,1
8742,4
8750,8
8805,1
8807,3
8810,2
8816,1
8817,7
8820,4
8822,1
8824,1
8830,20
8837,5
8840,2
8850,1
8852,1
8854,10
8857,1
8859,3
8861,1
8863,5
8869,5
8879,1
8880,7
8882,2
8901,5
8902,3
8904,15
10001,22306
10002,16342
10003,21139
10004,57
10005,3209
10006,2704
10007,4258
10009,12475
10011,29096
10012,28909
10013,11222
10014,16044
10016,4547
10017,10670
10018,14986
10019,9065
10020,6261
10021,12364
10022,7330
10023,9992
10024,113
10025,2269
10026,1539
10027,1074
10028,9821
10029,2238
10030,861
10031,484
10032,889
10034,825
10035,1130
10037,823
10038,2429
10039,746
10044,5371
10065,7724
10069,3179
10103,9130
10110,13615
10111,3597
10112,1063
10115,643
10119,7375
10152,3084
10153,10970
10154,3710
10162,5077
10167,4718
10171,4476
10199,11333
10271,4145
10278,6230
10280,2016
10282,4144
10301,18
10302,4
10303,11
10304,16
10305,35
10306,7
10310,5
10311,1
10312,2
10314,7
10451,342
10452,151
10453,68
10454,92
10455,59
10456,109
10457,60
10458,348
10459,75
10460,78
10461,98
10462,123
10463,440
10464,14
10465,64
10466,37
10467,126
10468,261
10469,110
10470,55
10471,243
10472,58
10473,59
10474,50
10475,88
10502,11
10504,6
10507,1
10510,5
10514,2
10520,2
10522,17
10523,22
10528,29
10530,9
10532,9
10533,22
10538,48
10543,45
10546,1
10549,2
10550,13
10552,14
10553,14
10562,1
10567,1
10570,6
10573,53
10577,50
10580,92
10583,41
10591,36
10594,2
10595,6
10601,142
10603,11
10604,58
10605,43
10606,17
10607,13
10701,14
10703,30
10704,27
10705,38
10706,7
10707,18
10708,78
10709,10
10710,15
10801,43
10803,26
10804,35
10805,28
10913,1
10954,3
10956,1
10960,5
10962,6
10964,3
10965,3
10968,2
10970,1
10976,2
10977,3
10989,1
10994,3
11001,62
11003,53
11004,40
11005,14
11010,36
11020,48
11021,54
11023,11
11024,11
11030,46
11040,38
11042,51
11050,27
11096,18
11101,1059
11102,1145
11103,1329
11104,607
11105,832
11106,1109
11109,1845
11201,7044
11203,284
11204,110
11205,3260
11206,2594
11207,215
11208,150
11209,557
11210,615
11211,12147
11212,244
11213,1056
11214,132
11215,4111
11216,1977
11217,5637
11218,1120
11219,167
11220,807
11221,1248
11222,6325
11223,390
11224,196
11225,951
11226,850
11228,152
11229,272
11230,356
11231,4350
11233,866
11234,69
11235,220
11236,235
11237,2556
11238,4403
11239,81
11351,90
11354,158
11355,397
11356,87
11357,84
11358,72
11359,10
11360,41
11361,93
11362,20
11363,31
11364,36
11365,80
11366,85
11367,162
11368,849
11369,129
11370,1108
11371,9820
11372,421
11373,378
11374,288
11375,548
11377,521
11378,260
11379,195
11385,197
11411,41
11412,50
11413,63
11414,63
11415,245
11416,103
11417,76
11418,39
11419,72
11420,57
11421,107
11422,11528
11423,47
11426,31
11427,57
11428,39
11429,39
11430,97
11432,218
11433,89
11434,102
11435,194
11436,284
11501,40
11507,20
11509,26
11510,13
11514,80
11516,34
11518,4
11520,22
11530,68
11542,8
11545,10
11548,23
11550,13
11552,17
11553,11
11554,13
11556,66
11557,13
11558,1
11559,33
11560,9
11561,19
11563,22
11565,7
11566,9
11568,16
11570,43
11572,5
11575,12
11576,45
11577,17
11579,4
11580,23
11581,35
11590,29
11596,11
11598,13
11691,15
11692,23
11693,1
11694,19
11697,10
11701,3
11702,7
11703,3
11704,4
11705,2
11706,10
11709,2
11710,9
11713,4
11714,27
11715,4
11716,6
11717,10
11718,1
11719,1
11720,1
11721,2
11722,1
11724,8
11725,7
11726,1
11727,1
11729,7
11730,1
11731,4
11732,5
11733,1
11735,27
11738,2
11741,6
11743,26
11746,6
11747,38
11749,12
11751,1
11752,4
11753,44
11754,2
11755,4
11756,10
11757,1
11758,2
11762,4
11763,1
11768,2
11769,1
11771,10
11776,1
11779,2
11783,7
11787,2
11788,5
11790,4
11791,20
11793,10
11796,4
11797,36
11798,5
11801,42
11803,29
11804,13
11933,2
11934,1
11940,2
11941,1
11949,2
11951,1
11953,1
11967,1
11976,2
