Zip,Number of Trips
7755,9
7756,81
7757,8
7760,25
7762,79
7764,15
7801,10
7803,1
7821,1
7834,25
7840,2
7847,3
7849,1
7852,1
7866,5
7869,5
7871,1
7876,3
7885,1
7901,276
7920,9
7921,28
7922,42
7924,29
7927,122
7928,75
7930,1
7931,3
7932,72
7933,10
7935,3
7936,91
7939,28
7940,155
7945,4
7946,2
7950,62
7960,204
7974,48
7976,28
7980,7
7981,44
8008,1
8050,1
8092,1
8502,2
8512,5
8514,2
8520,8
8528,10
8530,1
8535,4
8536,55
8540,3
8542,150
8550,24
8551,1
8553,6
8558,1
8619,1
8628,1
8648,1
8690,1
8691,2
8701,2
8722,3
8723,1
8724,3
8730,23
8734,1
8735,17
8736,5
8738,10
8741,1
8742,38
8750,74
8751,8
8752,2
8753,1
8755,1
8805,12
8807,42
8810,8
8812,9
8816,11
8817,64
8820,35
8822,1
8823,3
8824,4
8828,6
8830,202
8831,4
8832,8
8835,4
8836,4
8837,60
8840,39
8844,1
8846,12
8850,9
8852,4
8853,1
8854,74
8857,12
8859,16
8861,21
8863,40
8869,27
8872,13
8873,18
8876,8
8879,30
8880,39
8882,14
8884,4
8889,4
8901,60
8902,26
8904,188
10001,203245
10002,148751
10003,192765
10004,604
10005,28339
10006,24777
10007,37972
10009,111090
10011,263263
10012,261668
10013,101456
10014,147175
10016,40601
10017,96230
10018,136086
10019,81613
10020,56276
10021,112318
10022,66381
10023,90812
10024,892
10025,21027
10026,14079
10027,10223
10028,90193
10029,20078
10030,7956
10031,4465
10032,7979
10034,7371
10035,9784
10037,7409
10038,22133
10039,6395
10044,48290
10065,70609
10069,29090
10103,84316
10110,124837
10111,32299
10112,10135
10115,5810
10119,67037
10152,28301
10153,99315
10154,34012
10162,45218
10167,42846
10171,40460
10199,102241
10271,37659
10278,55497
10280,18612
10282,37944
10301,168
10302,49
10303,88
10304,176
10305,317
10306,43
10307,1
10308,10
10309,6
10310,65
10311,43
10312,18
10314,63
10451,3395
10452,1526
10453,673
10454,832
10455,571
10456,877
10457,566
10458,3166
10459,661
10460,787
10461,952
10462,1252
10463,3909
10464,159
10465,606
10466,360
10467,1266
10468,2262
10469,1001
10470,589
10471,2128
10472,524
10473,570
10474,413
10475,637
10502,109
10504,82
10505,1
10506,12
10507,15
10510,64
10514,27
10518,1
10520,19
10522,125
10523,178
10524,1
10526,1
10528,226
10530,87
10532,81
10533,174
10535,1
10536,5
10538,410
10543,403
10546,7
10547,1
10549,22
10550,109
10552,216
10553,160
10562,5
10566,2
10567,1
10570,28
10573,445
10576,3
10577,424
10578,4
10580,683
10583,453
10589,5
10591,292
10594,28
10595,44
10601,1103
10603,117
10604,543
10605,494
10606,138
10607,105
10701,147
10703,212
10704,389
10705,449
10706,71
10707,129
10708,710
10709,96
10710,183
10801,369
10803,198
10804,267
10805,233
10901,1
10913,14
10917,5
10920,9
10923,5
10926,2
10927,2
10950,1
10952,5
10954,22
10956,16
10960,49
10962,25
10964,48
10965,35
10968,24
10970,3
10976,6
10977,17
10983,14
10984,4
10986,2
10987,1
10989,13
10994,20
11001,413
11003,384
11004,314
11005,148
11010,258
11020,399
11021,562
11023,120
11024,86
11030,479
11040,404
11042,429
11050,217
11096,134
11101,9666
11102,9820
11103,11898
11104,5526
11105,7203
11106,9845
11109,16874
11201,64508
11203,2397
11204,971
11205,28976
11206,23676
11207,1937
11208,1215
11209,4735
11210,5320
11211,109746
11212,2263
11213,9194
11214,1170
11215,36875
11216,18393
11217,51869
11218,10072
11219,1685
11220,7228
11221,11951
11222,57000
11223,3602
11224,1706
11225,8418
11226,7669
11228,1243
11229,2368
11230,3262
11231,40156
11233,7687
11234,627
11235,2040
11236,2119
11237,23366
11238,39148
11239,577
11351,766
11354,1413
11355,3309
11356,861
11357,737
11358,770
11359,105
11360,521
11361,877
11362,160
11363,352
11364,366
11365,663
11366,780
11367,1332
11368,7720
11369,1150
11370,10019
11371,88478
11372,3531
11373,3401
11374,2827
11375,5002
11377,4709
11378,2314
11379,1958
11385,1793
11411,457
11412,456
11413,506
11414,563
11415,2465
11416,930
11417,673
11418,454
11419,566
11420,509
11421,921
11422,104088
11423,455
11426,281
11427,367
11428,329
11429,366
11430,791
11432,2049
11433,703
11434,956
11435,1942
11436,2664
11501,330
11507,168
11509,248
11510,109
11514,790
11516,343
11518,33
11520,242
11530,713
11542,85
11545,107
11548,197
11550,132
11552,126
11553,82
11554,125
11556,582
11557,108
11558,20
11559,242
11560,79
11561,205
11563,206
11565,84
11566,96
11568,182
11570,383
11572,53
11575,84
11576,434
11577,178
11579,57
11580,186
11581,402
11590,232
11596,144
11598,129
11691,185
11692,243
11693,19
11694,123
11697,95
11701,27
11702,78
11703,17
11704,28
11705,17
11706,64
11709,18
11710,96
11713,23
11714,223
11715,38
11716,75
11717,56
11718,45
11719,2
11720,11
11721,25
11722,21
11724,83
11725,56
11726,17
11727,4
11729,54
11730,8
11731,26
11732,57
11733,8
11735,197
11738,14
11740,13
11741,61
11742,23
11743,252
11746,79
11747,312
11749,82
11751,22
11752,25
11753,482
11754,14
11755,13
11756,96
11757,27
11758,47
11762,47
11763,9
11764,1
11765,10
11766,3
11767,14
11768,12
11769,8
11771,44
11776,5
11777,16
11778,1
11779,31
11780,10
11782,1
11783,70
11784,2
11786,6
11787,20
11788,60
11789,1
11790,31
11791,193
11792,7
11793,91
11795,9
11796,40
11797,327
11798,34
11801,371
11803,308
11804,151
11901,1
11933,18
11934,5
11937,1
11940,12
11941,1
11946,1
11949,13
11950,8
11951,4
11953,2
11955,3
11967,10
11968,2
11976,5
11978,1
11980,4
